,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361
dolliv ,absorb,bulletseed,charm,earthpower,endure,energyball,facade,flail,gigadrain,grassknot,grassyterrain,growth,helpinghand,leafstorm,leechseed,magicalleaf,megadrain,protect,razorleaf,rest,seedbomb,sleeptalk,solarbeam,substitute,sunnyday,sweetscent,swift,tackle,terablast,terrainpulse,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arboliva ,absorb,bulletseed,charm,dazzlinggleam,earthpower,encore,endure,energyball,facade,flail,fling,gigadrain,gigaimpact,grassknot,grassyterrain,growth,helpinghand,hyperbeam,hypervoice,leafstorm,leechseed,lightscreen,magicalleaf,megadrain,metronome,mirrorcoat,petalblizzard,petaldance,pollenpuff,protect,razorleaf,reflect,rest,safeguard,seedbomb,sleeptalk,solarbeam,substitute,sunnyday,sweetscent,swift,tackle,terablast,terrainpulse,trailblaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capsakid ,bite,bulletseed,crunch,endure,energyball,facade,gigadrain,grassknot,grassyterrain,growth,headbutt,helpinghand,ingrain,leafage,leafstorm,leechseed,leer,magicalleaf,protect,ragepowder,razorleaf,rest,rollout,sandstorm,seedbomb,sleeptalk,solarbeam,stompingtantrum,substitute,sunnyday,takedown,terablast,thief,trailblaze,worryseed,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scovillain ,bite,bulletseed,crunch,endure,energyball,facade,fireblast,firefang,flamethrower,gigadrain,gigaimpact,grassknot,grassyterrain,growth,headbutt,helpinghand,hyperbeam,leafage,leafstorm,leer,magicalleaf,overheat,protect,razorleaf,rest,sandstorm,scaryface,seedbomb,sleeptalk,solarbeam,spicyextract,stompingtantrum,substitute,sunnyday,takedown,terablast,thief,trailblaze,willowisp,worryseed,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadbulb ,acidspray,charge,chargebeam,chillingwater,confuseray,discharge,eerieimpulse,electricterrain,electroball,endure,flail,hypervoice,lightscreen,muddywater,mudshot,mudslap,paraboliccharge,protect,raindance,reflect,rest,sleeptalk,soak,spark,substitute,suckerpunch,swift,tackle,terablast,thunder,thunderbolt,thundershock,thunderwave,voltswitch,watergun,waterpulse,weatherball,wildcharge,zapcannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bellibolt ,acidspray,charge,chargebeam,chillingwater,confuseray,discharge,eerieimpulse,electricterrain,electroball,endure,flail,gigaimpact,hyperbeam,hypervoice,lightscreen,mudshot,mudslap,protect,raindance,reflect,rest,slackoff,sleeptalk,spark,substitute,suckerpunch,swift,tackle,terablast,thunder,thunderbolt,thundershock,thunderwave,voltswitch,watergun,waterpulse,weatherball,wildcharge,zapcannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
varoom ,acidspray,assurance,bodyslam,bulldoze,endure,facade,flashcannon,gunkshot,gyroball,haze,headbutt,irondefense,ironhead,lick,partingshot,poisongas,poisonjab,protect,raindance,sandstorm,scaryface,screech,selfdestruct,sleeptalk,sludge,sludgebomb,smog,spinout,steelbeam,substitute,sunnyday,swagger,takedown,taunt,terablast,thief,torment,toxic,toxicspikes,uproar,venoshock,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revavroom ,acidspray,assurance,bodyslam,bulldoze,endure,facade,flashcannon,gigaimpact,gunkshot,gyroball,headbutt,heavyslam,hyperbeam,irondefense,ironhead,lick,magnetrise,overheat,poisongas,poisonjab,protect,raindance,rest,sandstorm,scaryface,screech,shiftgear,sleeptalk,sludge,sludgebomb,smog,spinout,steelbeam,substitute,sunnyday,swagger,takedown,taunt,terablast,thief,toxicspikes,uproar,venoshock,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orthworm ,bodypress,bodyslam,bulldoze,coil,curse,dig,earthpower,earthquake,endure,facade,flashcannon,gigaimpact,harden,headbutt,heavyslam,helpinghand,hyperbeam,irondefense,ironhead,irontail,metalburst,mudshot,mudslap,protect,rest,rockblast,rockslide,rocktomb,sandstorm,shedtail,sleeptalk,smackdown,spikes,stealthrock,steelbeam,stompingtantrum,substitute,tackle,takedown,terablast,wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tandemaus ,aerialace,afteryou,agility,babydolleyes,batonpass,beatup,bite,bulletseed,charm,copycat,crunch,dig,doublehit,echoedvoice,encore,endure,facade,faketears,feint,grassknot,helpinghand,hypervoice,lowkick,lowsweep,mudshot,mudslap,playrough,populationbomb,pound,protect,raindance,rest,seedbomb,shadowclaw,sleeptalk,substitute,sunnyday,superfang,swift,switcheroo,takedown,taunt,terablast,thief,thunderwave,tickle,uturn,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maushold ,aerialace,agility,babydolleyes,beatup,bulletseed,charm,chillingwater,copycat,crunch,dig,doublehit,echoedvoice,encore,endure,facade,faketears,followme,gigaimpact,grassknot,helpinghand,hyperbeam,hypervoice,lowkick,lowsweep,mudshot,mudslap,playrough,populationbomb,pound,protect,raindance,rest,seedbomb,shadowclaw,sleeptalk,substitute,sunnyday,superfang,swift,takedown,taunt,terablast,thief,thunderwave,tidyup,trailblaze,uturn,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mausholdfour ,aerialace,agility,babydolleyes,beatup,bulletseed,charm,chillingwater,copycat,crunch,dig,doublehit,echoedvoice,encore,endure,facade,faketears,followme,gigaimpact,grassknot,helpinghand,hyperbeam,hypervoice,lowkick,lowsweep,mudshot,mudslap,playrough,populationbomb,pound,protect,raindance,rest,seedbomb,shadowclaw,sleeptalk,substitute,sunnyday,superfang,swift,takedown,taunt,terablast,thief,thunderwave,tidyup,trailblaze,uturn,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cetoddle ,amnesia,avalanche,bellydrum,blizzard,bodypress,bodyslam,bounce,bulldoze,charm,chillingwater,doubleedge,earthquake,echoedvoice,endure,entrainment,facade,flail,growl,heavyslam,helpinghand,hyperbeam,hypervoice,icebeam,icefang,iceshard,icespinner,iciclecrash,icywind,liquidation,playrough,powdersnow,protect,raindance,rest,sleeptalk,snowscape,stompingtantrum,substitute,superpower,tackle,takedown,terablast,waterpulse,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cetitan ,amnesia,avalanche,blizzard,bodypress,bodyslam,bounce,bulldoze,charm,chillingwater,doubleedge,earthquake,echoedvoice,endure,facade,flail,gigaimpact,growl,heavyslam,helpinghand,hyperbeam,hypervoice,icebeam,icefang,icepunch,iceshard,icespinner,icywind,liquidation,playrough,powdersnow,protect,raindance,rest,sleeptalk,snowscape,stompingtantrum,substitute,tackle,takedown,terablast,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frigibax ,aquatail,avalanche,bite,blizzard,bodyslam,crunch,dig,dracometeor,dragonbreath,dragonclaw,dragonpulse,dragonrush,dragontail,endure,facade,focusenergy,freezedry,helpinghand,icebeam,icefang,iciclecrash,iciclespear,icywind,leer,outrage,protect,raindance,rest,sleeptalk,snowscape,substitute,swordsdance,tackle,takedown,terablast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctibax ,aerialace,avalanche,bite,blizzard,bodyslam,brickbreak,crunch,dig,dracometeor,dragonbreath,dragonclaw,dragonpulse,dragontail,endure,facade,focusenergy,helpinghand,icebeam,icefang,iciclecrash,icywind,ironhead,leer,outrage,protect,raindance,rest,scaryface,sleeptalk,snowscape,substitute,swordsdance,tackle,takedown,terablast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baxcalibur ,aerialace,avalanche,bite,blizzard,bodypress,bodyslam,breakingswipe,brickbreak,bulldoze,crunch,dig,dracometeor,dragonbreath,dragonclaw,dragondance,dragonpulse,dragontail,earthquake,endure,facade,falseswipe,focusenergy,gigaimpact,glaiverush,helpinghand,hyperbeam,icebeam,icefang,iceshard,iciclecrash,icywind,ironhead,leer,outrage,protect,raindance,rest,scaryface,sleeptalk,snowscape,stompingtantrum,substitute,swordsdance,tackle,takedown,terablast,thunderfang,zenheadbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tatsugiri ,batonpass,chillingwater,counter,dracometeor,dragondance,dragonpulse,endure,facade,gigaimpact,harden,helpinghand,hydropump,hyperbeam,icywind,memento,mirrorcoat,muddywater,nastyplot,outrage,protect,raindance,rapidspin,rest,sleeptalk,soak,splash,substitute,surf,takedown,taunt,terablast,watergun,waterpulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyclizar ,acrobatics,aerialace,agility,aquatail,bite,bodyslam,breakingswipe,crunch,doubleedge,dracometeor,dragonclaw,dragonpulse,dragonrush,dragontail,endure,facade,firefang,gigaimpact,growl,hyperbeam,hypervoice,icespinner,ironhead,irontail,knockoff,mudshot,mudslap,outrage,overheat,powerwhip,protect,quickattack,raindance,rapidspin,rest,shedtail,shiftgear,sleeptalk,substitute,sunnyday,tackle,takedown,taunt,terablast,thief,thunderbolt,thunderfang,trailblaze,uturn,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmi ,agility,batonpass,bite,charge,chargebeam,charm,crunch,dig,discharge,eerieimpulse,electricterrain,electroball,encore,endure,entrainment,facade,fakeout,fling,growl,helpinghand,machpunch,metalclaw,nuzzle,playrough,protect,quickattack,raindance,rest,scratch,slam,sleeptalk,spark,substitute,sunnyday,sweetkiss,swift,takedown,terablast,thief,thunder,thunderbolt,thunderfang,thundershock,thunderwave,voltswitch,wildcharge,wish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmo ,agility,armthrust,batonpass,bite,charge,chargebeam,charm,crunch,dig,discharge,eerieimpulse,electricterrain,electroball,encore,endure,entrainment,facade,fling,growl,helpinghand,lowkick,lowsweep,metalclaw,nuzzle,playrough,protect,quickattack,raindance,rest,scratch,slam,sleeptalk,spark,substitute,sunnyday,swift,takedown,terablast,thief,thunder,thunderbolt,thunderfang,thunderpunch,thundershock,thunderwave,voltswitch,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmot ,agility,armthrust,batonpass,bite,bodypress,brickbreak,bulkup,charge,chargebeam,charm,closecombat,crunch,dig,discharge,doubleshock,eerieimpulse,electricterrain,electroball,encore,endure,entrainment,facade,firepunch,fling,focusblast,gigaimpact,grassknot,growl,helpinghand,hyperbeam,icepunch,lowkick,lowsweep,metalclaw,metronome,nuzzle,playrough,protect,quickattack,raindance,rest,revivalblessing,rocktomb,scratch,seedbomb,slam,sleeptalk,spark,substitute,sunnyday,swift,takedown,terablast,thief,thunder,thunderbolt,thunderfang,thunderpunch,thundershock,thunderwave,voltswitch,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wattrel ,acrobatics,aerialace,agility,aircutter,airslash,bravebird,chargebeam,discharge,dualwingbeat,eerieimpulse,electricterrain,electroball,endeavor,endure,facade,featherdance,fly,growl,hurricane,peck,pluck,protect,quickattack,rest,roost,sleeptalk,spark,spitup,stockpile,substitute,swallow,swift,tailwind,takedown,terablast,thunder,thunderbolt,thundershock,thunderwave,uproar,uturn,voltswitch,weatherball,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kilowattrel ,acrobatics,aerialace,agility,aircutter,airslash,bravebird,chargebeam,discharge,dualwingbeat,eerieimpulse,electricterrain,electroball,endure,facade,fly,gigaimpact,growl,hurricane,hyperbeam,peck,pluck,protect,quickattack,rest,roost,scaryface,sleeptalk,spark,substitute,swift,tailwind,takedown,terablast,thunder,thunderbolt,thundershock,thunderwave,uproar,uturn,voltswitch,wildcharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
